name,sales_group,address,customer_account
Positronic Industries,JMF,"423 North Campbell 
P. O. Box 8247
Springfield, MO 65801",C010073
Positronic Industries Inc.,JMF,"1325 N Eldon
Springfield, MO 65803",C010074
Post Foods Aviation,JHF,"515 Turbine Ave
Chesterfield, MO 63005",C010075
"Potosi Auto Supply Co.,Inc.",JHF,"211 E. High St
Potosi, MO 63664",C010076
Potter Electric Signal Company,NMM,"1609 Park 370 Place
Hazelwood, MO 63042",C010077
Powder Coat Plus,JHF,"4126 Kochs Lane
QUINCY, IL 62305",C014328
Powder Coating Plus,JHF,"1158 State Highway H
Sikeston, MO 63801",C031938
Powder Plus Inc,JHF,"600 East City 
Route. 40
Greenville, IL 62246",C010078
Powder River Coal Company,JHF,"P.O. Box 66917
St. Louis, MO 63166",C010079
Powder River Coal Company,SDH,"Randolph Preparation Plant 
Rural Route Two
Box 151
Marissa, IL 62257",C010080
Powdered Coatings Co.,LRH,"P.O. Box 1235
O'Fallon, MO 63366",C010081
Power Drives,JHF,"3003 Pittsburgh Avenue
Erie, PA 16508",C010082
Power Motion Sales Inc.,JHF,"652 Aximinister Drive
Fenton, MO 63026",C010083
Power Shop,JHF,"P.O. Box 535
Collinsville, IL 62234",C010084
Power Sports Hq,LAW,"5955 Park Drive
Charleston, IL 61920",C010085
Power Supply Industries,JHF,"201 Sun Valley Circle
Fenton, MO 63026",C010086
Power Supply Of Illinois,MDC,"Power Supply of Illinois
2005 E Olive Street
Decatur, IL 62526",C010087
Power Supply Of Illinois Inc.,JHF,"125 Thunderbird Lane 
Suite 208
Peoria, IL 61611",C010088
Power Torque,JHF,"425 Old State Road
Ellisville, MO 63021",C010089
Power Trans Plus,JHF,"716 U.S. Hwy 51
Du Bois, IL 62831",C010090
Powered Equipment & Repair,JHF,"3905 N. Fruitridge Avenue 
P.O. Box 9326
Terre Haute, IN 47805",C023196
"Powerex, Inc.",JHF,"150 Production Drive
HARRISON, OH 45030",C014240
Powerflo Fluid Systems,JHF,"100 Southwest Scherer Road
Lee Summit, MO 64082",C010091
Powerflow Industrial Sales & Service,JMF,"1749 South Highway 63
Suite 3
West Plains, MO 65775",C031442
Powerlane LLC,KFC,"606 NW Legion Road
Waldport, OR 97394",C010093
Powerlane LLC **Do Not Use**,KFC,"*** DO NOT USE - SEE C010093 ***
501 S Frisco
Marionville, MO 65705",C010092
Powerpac LLC,JHF,"26407 Prairie Road
Sedalia, MO 65301",C010094
Powers Inc,JHF,"1505 North Concord St
South Saint Paul, MN 55075",C010095
PPG Industries C/O General Motors,JHF,"Chemical Management
201 Logitics Drive
Attn: General Motors Dock 5
Wentzville, MO 63385",C021102
PPG Industries C/O General Motors,JHF,"Chemical Management
1500 East Route A
Wentzville, MO 63385",C022088
Ppl Systems Inc.,JHF,"P.O. Box 35
Valley Park, MO 63088",C010096
Practical Anatomy And Surgical,JHF,"St. Louis University 
3839 Lindell
St. Louis, MO 63108",C010097
Practical Products,JDC,"Hcr2
Box 2419
Van Buren, MO 63965",C010098
Praesto Llc,RGW,"101 Angelica St.
St. Louis, MO 63147",C010099
Prairie Farms Dairy,MJA,"Carlinville Plant Office
1100 North Broadway
Carlinville, IL 62626",C010100
Prairie Farms Dairy,MDC,"2004 N. University Street
Peoria, IL 61604",C010101
Prairie Farms Dairy,MTL,"400 West Highway 50 
P. O. Box 338
O'Fallon, IL 62269",C010102
Prairie Farms Dairy,JHF,"4112 Papin
St. Louis, MO 63110",C010103
Prairie Farms Dairy,DRH,"415 North 24Th
Quincy, IL 62301",C010104
Prairie Farms Dairy,JHF,"3744 Staunton Road
Edwardsville, IL 62025",C029512
Prairie Farms Dairy Inc,JHF,"742 N. Illinois Avenue
Carbondale, IL 62901",C010105
Prairie Farms Dairy Inc.,MTL,"1800 Adams St
Granite City, IL 62040",C010106
Prairie Farms Dairy V/N 234,LAW,"217 West Main 
P.O.Box 128
Olney, IL 62450",C010107
Prairie Farms Hazelwood,JHF,"6040 North Lindbergh Boulevard
Hazelwood, MO 63042",C010108
Prairie Grain,LAW,"2351 N. 400
Lovington, IL 61937",C010109
Prairie International Bodyshop,JHF,"1102 West Dean
Virden, IL 62690",C010110
Prairie Podiatry,JHF,"2070 West Iles Ave.
Springfield, IL 62704",C010111
Prairie Power,MJA,"3130 Pleasant Run
Springfield, IL 62711",C010112
Prairie Power,MJA,"Prairie Power Alsey Station 
330 Campbell Road
Winchester, IL 62694",C010113
Prairie Ridge,JHF,"19451 457Th St.
Pearl, IL 62361",C010114
Prairie Site Llc,JHF,"11150 East Rob Cook Road
Centralia, MO 65240",C010115
Prairie State Generating Co,SDH,"Power Block 
1739 New Marigold Road
Marissa, IL 62257",C010116
Prairie State Generating Co.,SDH,"1739 New Marigold Road 
Power Block
Marissa, IL 62257",C010117
Prairie State Generating Co.,SDH,"3872 County Hwy 12
Marissa, IL 62257",C010118
Prairie State Generating Co.,SDH,"4274 County Highway 12 
Lively Grove Mine
Marissa, IL 62257",C010119
Prairie State Machine,LAW,"71E Cr 100 N
Arthur, IL 61911",C010120
Prairie State Manufacturing,LAW,"2908 Lakeland Blvd
Mattoon, IL 61938",C019939
Prairie States Energy Campus,SDH,"C/O Shurtleff & Andrews 
1739 Marigold Rd.
Marissa, IL 62257",C010121
Prairieland Distribution,JHF,"11660 Buck Hart Rd
Mechanicsburg, IL 62545",C010122
Prairieland FS,JHF,"901 South Main
Pleasant  Hill, IL 62366",C031882
Pratt's Lawn & Garden,JHF,"2343 North Bishop Ave
Rolla, MO 65401",C010123
Praxair,JDC,"1491 South Minnesota Drive
Cape Girardeau, MO 63703",C010124
Praxair,MTL,"9 Judith Lane
Cahokia, IL 62206",C010125
Praxair,AJA,"C/O Doe Run Recycle Division 
Hwy Kk
Boss, MO 65440",C010126
Praxair,JHF,"P. O. Box 9224
Des Moines, IA 50306",C010127
Praxair,MRH,"2227 First Capitol Drive
St. Charles, MO 63301",C010128
Praxair,MRH,"3054 Willow Wood
Saint Charles, MO 63303",C010129
Praxair,JHF,"2301 SE Creekview
Attn:  Accounts Paayble
Ankeny, IA 50021",C015987
Praxair,JHF,"3301 Mississippi Ave.
Cahokia, IL 62206",C021971
Praxair Nitrogen Package,DRH,"Iowa Fertilizer Plant (Unit 86) 
3550 180Th Street
Wever, IA 52658",C010130
Praxair Whse Columbia,JAG,"1804 Burlington St.
Columbia, MO 65202",C010131
Praxair Whse Springfield Mo,JMF,"1910 E. Commercial
Springfield, MO 65803",C010132
"Praxair,Inc.",JHF,"P.O. Box #808 
Accounts Payable
Tonawanda, NY 14151",C010133
Pre Pack Machinery Inc.,MDC,"P.O. Box 3875
Champaign, IL 61821",C010134
Pre Pack Machinery Inc.,MDC,"520 South Country Fair
Champaign, IL 61821",C010135
Precise Mold,JHF,"595 8th Street
Valley Park, MO 63088",C010136
Precise Mold and Engineering,JHF,**Use Acct # C010136**,C025764
Precision Ag Visions LLC,JHF,"542 Jostes
Rochester, IL 62563",C020983
Precision Air Cooling,JHF,"116 Roy Lane
Wentzville, MO 63385",C010137
Precision Applied Coating,JHF,"15 Production Pkwy
Centerville, IL 62206",C010138
Precision Auto Body & Towing,JHF,"104 East 6Th Street
Fulton, MO 65251",C010139
Precision Calibration,JHF,"11789 Lackland Rd
St. Louis, MO 63146",C010140
Precision Castings Inc.,LRH,"2179 East Highway 47
Winfield, MO 63389",C010141
Precision Components And,MRH,"Assemblies
Inc. 
30 Patmos Court
Saint Peters, MO 63376",C010142
Precision Contract Mfg,JHF,"280 Clinton Street
Springfield, VT 05156",C010143
Precision Crafted Products,LRH,"66 Progress Court
Moscow Mills, MO 63362",C010144
Precision Cut,JHF,"P. O. Box 3106
Olathe, KS 66063",C010145
Precision Cutter And Tool,NCB,"302 Carmeco Road 
Lebanon, MO 65536",C010146
Precision Daylighting Inc.,JHF,"914 South Kirwood Road 
Suite 200
St. Louis, MO 63122",C010147
Precision Daylighting Inc.,JHF,"8 Capper Drive
Pacific, MO 63069",C010148
Precision Dent Removal,JHF,"105 Elaine Drive
O'Fallon, MO 63366",C033370
Precision Electric,MJA,"1161 980 North Ave
Mount Sterling, IL 62353",C010149
Precision Farm Resources,JHF,"15728 Shabbona Road
Malta, IL 60150",C010150
Precision Fire Apparatus,JHF,"524 South Business Route 5
Camdenton, MO 65020",C010151
Precision Foundation & Excavating,JHF,"100 Meinhardt Lane
Desloge, MO 63601",C035795
Precision Foundry,JHF,"60 Industrial Park
Hamilton, IL 62341",C010152
Precision Graphics,TNC,"Box 155
Bloomsdale, MO 63627",C010153
Precision Industrial Maint.,JHF,"8314 W Main St
Belleville, IL 62223",C010154
Precision Industries,JHF,"9610 J Street
Omaha, NE 68127",C010155
Precision Industries,DRH,"C/O Conagra Food 
1401 Harris
Trenton, MO 64683",C010156
Precision Industries,JHF,"Dba Precision Fire Apparatus 
524 South Business Route 5
Camdenton, MO 65020",C010157
Precision Industries,JHF,"2050 Delaware Avenue
Des Moines, IA 50317",C010158
Precision Industries,JHF,"P.O. Box 3377
Omaha, NE 68103",C010159
Precision Industries - M,RDP,"C/O Maytag Corporation 
410 Lylerla Drive
Herrin, IL 62948",C010160
Precision Irrigation,JHF,"18390 Wings Corporate Drive
Chesterfield, MO 63005",C010161
Precision Lumber Pallet,JMF,"923 South Elm
Mountain View, MO 65548",C010162
Precision Machine & Tool,RDP,"111 Quality Way
Marion, IL 62959",C010163
Precision Machine & Tool,RDP,"112 Quality Way
Marion, IL 62959",C010164
Precision Machine & Tool,RDP,"Of Southern Illinois 
112 Quality Way
Marion, IL 62959",C010165
Precision Machine Inc,JAG,"1703 Christy Drive
Jefferson City, MO 65101",C010166
Precision Machine Inc.*DO NOT USE* USE C010166,JAG,"2713 West  Main Street
Jefferson City, MO 65109",C010167
Precision Machine Works,MTL,"17815 Highline Road
Carlyle, IL 62231",C010168
Precision Machine Works,JHF,"44771 170Th Street
Watertown, SD 57201",C010169
"Precision Manifold, Inc.",JHF,"700 W. Frontier Lane
Olathe, KS 66061",C010170
"Precision Manufacturing & Design, Inc.",KFC,"1690 North Third Street
P.O. Box 250
Langley, OK 74350",C031214
Precision Metal-Tech,JMF,"1848 St. Louis Street
Springfield, MO 65802",C010171
Precision Metal-Tech,JMF,"P.O. Box 6217
Springfield, MO 65801",C010172
Precision Millwork,JHF,"2400 Amann 
Belle-Valley Ind Park
Belleville, IL 62220",C010173
Precision Mine Repair,JHF,"705 West Main
Ridgway, IL 62979",C010174
Precision Mold And Tool Co.,JHF,"2526 Cassens Drive
Fenton, MO 63026",C010175
Precision Paper Company,JHF,"121 Kelsey Lane
Suite G
Tampa, FL 33619",C010176
Precision Planting LLC,MDC,"22255 Connell Road
Tremont, IL 61568",C010178
Precision Planting LLC,MDC,"23207 Towline Road
Tremont, IL 61568",C010179
Precision Planting LLC,MDC,"440 Erie Ct.
Morton, IL 61550",C010180
Precision Precast,JAG,"8451 East Trade Center Drive
Columbia, MO 65201",C010181
Precision Printing,JHF,"2101 Highway Dd
Moberly, MO 65270",C010182
Precision Products Inc.,MDC,"316 Limit Street
Lincoln, IL 62656",C010183
Precision Prosthetics,JHF,"1505 South Perkins Rd
Memphis, TN 38117",C010184
Precision Prototyping & Mfg,KMP,"10740 Midwest Industrial Blvd.
St. Louis, MO 63132",C010185
Precision Rebuilders,JHF,"350 North Commercial
St. Clair, MO 63077",C010186
Precision Scale And Controls,JHF,"3501-03 Grace Avenue
St. Louis, MO 63116",C010187
Precision Service,JHF,"120 E Rogers
Monroe City, MO 63456",C010188
Precision Service,JHF,"407 West Main Street
Collinsville, IL 62234",C010189
Precision Specialties,JHF,"435 Washington Street 
Suite 103
Collierville, TN 38017",C010191
Precision Tank And Equipment,MJA,"25203 Quarry Avenue
Athens, IL 62613",C010192
Precision Tool And Die,MDC,"445 West Main Street 
P.O. Box 355
Mt. Zion, IL 62549",C010193
Precision Tools Service Inc.,JHF,"2426 Norcross Dr
Columbus, IN 47201",C010194
Precision Truck,LAW,"2625 South Broadway 
P.O. Box 1224
Salem, IL 62881",C010195
Precision Works,RDP,"601 First Street
Benton, IL 62812",C010196
Precison Precast,JAG,"2801 Old Highway 63 South
Columbia, MO 65201",C010197
Precoat Metals,AJA,"1310 Papin Street
St. Louis, MO 63103",C010198
Precoat Metals,JHF,"3399 Davey Allison Blvd
Hueytown, AL 35023",C010199
Precoat Metals,JHF,"Attn:  Accounts Payable 
1310 Papin Street
3Rd Floor
St. Louis, MO 63103",C010200
Precoat Metals Incorporated,MTL,"25 Northgate Industrial Park 
Route 3
Granite City, IL 62040",C010201
Precoat Metals Incorporated,AJA,"4301 South Spring Avenue
St. Louis, MO 63116",C010202
Prefab Recycled Pallets,RDP,"6694 Shamrock Road
Tamaroa, IL 62888",C010203
Pregis,JHF,"11620 Old Highway 50 
P.O. Box 126
Trenton, IL 62293",C010204
Premier Air,JHF,"2 Airline Court
East Alton, IL 62024",C010205
Premier Air Center,JHF,"18 Terminal Drive
East Alton, IL 62024",C010206
Premier Air Center,JHF,"18 Terminal Drive 
Attn: Jason Runde
East Alton, IL 62024",C010207
Premier Auto Service,JHF,"2420 Rear N. Highway 67
Florissant, MO 63033",C023021
Premier Auto Service Inc.,JHF,"1680 New Florissant Rd.
Florissant, MO 63033",C010208
Premier Dry Cleaner,JHF,"12963 Olive Blvd
Saint Louis, MO 63141",C010209
Premier Heating & Cooling Inc.,JHF,"219 Fox Hill Road
Saint Charles, MO 63301",C024590
Premier Landscape,JHF,"250 Adair Road
Branson, MO 65616",C020875
Premier Prosthetics,JHF,"633 Emerson Road
Ste #10
Saint Louis, MO 63141",C010210
Premier Signs,JHF,"6767 North Hanley 
Suite 100
St. Louis, MO 63134",C010211
Premier Tool & Machine,JHF,"330 Industrial Dr
Albion, IL 62806",C022205
Premier Touchless Drying Sys.,JHF,"2210 Heldt Street
Merrill, WI 54452",C010212
Premier Waste Service,JHF,"4715 Page
Saint Louis, MO 63113",C010213
Premier Woodwork,LRH,"150 Enterprise Dr 
Suite 106
Wentzville, MO 63385",C010214
Premiere Auto Body,JHF,"1180 N. Hwy 67
Florissant, MO 63031",C010215
Premiere Irrigation,JHF,"300 Crossroads Business Park Ct.
Wentzville, MO 63385",C029644
Premium Cleaners,JHF,"5166 N Illinois
Fairview Hts., IL 62208",C010216
Premium Plastics,JHF,"11623 Fairgrove Ind. Blvd.
Maryland Hts., MO 63043",C010217
Premium Waters,DRH,"1811 North 30Th
Quincy, IL 62301",C010218
Premium Waters Inc.,JHF,"4301 Nw Mattox Rd
Riverside, MO 64150",C010219
Prescription Plus,JHF,"753 True Value Drive
Lebanon, IL 62254",C010220
"Presence From Innovation, LLC",NMM,"12202 Missouri Bottom Road
Hazelwood, MO 63042",C010221
"Presence From Innovation, Llc",JHF,"4847 Park 370 Boulevard
Hazelwood, MO 63042",C010222
President Abe Lincoln Hotel,JHF,"701 East Adams
Springfield, IL 62701",C010223
Press Journal Printing,JHF,"3650 West Industrial Drive
Louisiana, MO 63353",C010224
Press Room Equipment Inc.,KFC,"807A North Prince Lane
Springfield, MO 65802",C010225
Pressline Services,JHF,"731 Prairie Dupont Drive
Dupo, IL 62239",C010226
Pressure Systems,SDH,"West Mulberry Street 
P.O. Box 347
Columbia, IL 62236",C010227
Pressure Washer Warehouse,MJA,"14272 Frazee Road
Divernon, IL 62530",C010228
Prestige Print Solutions,JHF,"4649 D Russell Ct
High Ridge, MO 63049",C010229
"Prestige Trailers, Inc.",RDP,"500 South Madison Street
Duquoin, IL 62832",C010230
Presto X Company,JMF,"1841 North Newton
Springfield, MO 65803",C010231
Presto X Company,JHF,"1915 Peters Rd #201
Irving, TX 75061",C010232
Presto X Company,JHF,"3690 West 83Rd Street 
Suite 7
Davenport, IA 52807",C010233
Presto X Company,JHF,"420 N.W. Business Park Lane
Riverside, MO 64150",C010234
Presto X Corporation,JHF,"3663 Cherry Road 
Suite 109
Memphis, TN 38118",C010235
Preston Engravers,JHF,"800 Howerton Lane
Eureka, MO 63025",C010236
Prestox,MDC,"8 Henson Place 
Unit 6
Urbana, IL 61820",C010237
Presto-X Company,JHF,"1050 15Th Street Sw
Mason City, IA 50401",C010238
Presto-X-Company,JHF,"10421 Portal Road Ste #101
La Vista, NE 68128",C010239
Presto-X-Company,JHF,"1221 South Saddle Creek Road
Omaha, NE 68106",C010240
Presto-X-Company,JDC,"2228 Bloomfield Road
Cape Girardeau, MO 63703",C010241
Presto-X-Company,JHF,"3952 Clayton Avenue
St. Louis, MO 63110",C010242
Presto-X-Company,JHF,"605 South 18Th Street 
Suite 100
West Des Moines, IA 50265",C010243
Presto-X-Company,JHF,"832 Nw 67Th Street 
Suite 7
Oklahoma City, OK 73116",C010244
Prestressed Casting Co.,JHF,"1600 South Scenic
Springfield, MO 65807",C035389
Pretium Packaging,DSL,"200 West 20th Street
P. O. Box 230
Hermann, MO 65041",C010245
Pretium Packaging LLC,JHF,"2015 S Main Street
Paris, IL 61944",C016155
Price Engineering Company,JHF,"1175 Cottonwood Avenue
Hartland, WI 53029",C010246
Price Saw Mill,TNC,"2856 Hwy 34
Piedmont, MO 63957",C010247
Price Saw Mill,TNC,"Route 3 P.O. Box 3526
Piedmont, MO 63957",C010248
Primary Fleet Services,JHF,"1807 South River Road
Saint Charles, MO 63303",C032299
Prime Equipment #238,JHF,"P.O. Box 262
Wood River, IL 62095",C010249
Prime Industrial Supply,JHF,"518 Kings Ridge Drive
Murfreesboro, TN 37129",C022192
Prime Package & Label Co.,NMM,"11880 Borman Drive
St. Louis, MO 63146",C010250
Prime Panels Inc.,MJA,"2651 Colt Road
Springfield, IL 62707",C010251
Primetech Incorporated,JHF,"Attn:  Accounts Payable 
3131 N. Franklin Road #B
Indianapolis, IN 46226",C010252
Prince Agri Products,DRH,"4330 Postal Drive
Quincy, IL 62305",C014176
Prince Dist. Services,JHF,"600 W. 9Th Street 
P.O. Box 808
S. Sioux City, NE 68776",C010255
"Prince Minerals, Inc",DRH,"300 Radio Rd
Quincy, IL 62305",C010256
"Prince Minerals, Inc",DRH,"P. O. Box 251
Quincy, IL 62306",C010257
"Prince Minerals, Inc.",DRH,"401 North Prince Plaza
Quincy, IL 62305",C010258
Princeton Manufacturing Co.,JHF,"6722-32 Olive Street Road
St. Louis, MO 63130",C010259
Principia School,JHF,"13201 Clayton Road
St.Louis, MO 63131",C010260
Printex Incorporated,LRH,"401 South Maple
Hannibal, MO 63401",C010261
Printing Source,JHF,"2373 Ball Drive
St. Louis, MO 63146",C010262
Print-O-Tape Inc,JHF,"P.O. Box 308 
Attn: Sandi Cook
Libertyville, IL 60048",C010263
Printpack  Inc.,RGW,"285 Andrew Way
Villa Rica, GA 30180",C010264
Printpack Inc,JHF,"310 Mcdonnell Blvd.
Hazelwood, MO 63042",C010265
Priority 1 Screen Printing,JHF,"3965 Park Avenue
St. Louis, MO 63110",C010266
Pro Athlete Inc.,JHF,"10800 N. Pomona Avenue
Kansas City, MO 64153",C022036
Pro Automation,JHF,"3120 California Avenue
Salt Lake City, UT 84104",C010267
Pro Customs,JHF,"2261 Yale Ave.
St. Louis, MO 63143",C010268
"Pro Fab, Incorporated",JHF,"Division Of Pa Pipe 
N 6880 Broadway
St. Louis, MO 63147",C010269
"Pro Plas, Incorporated",JHF,"10315 Page Industrial Blvd
St. Louis, MO 63132",C010271
Pro Powder Coating,JAG,"4728 St. Michaels Rd
Russellville, MO 65074",C010272
Pro Roller,JHF,"1 Industrial Drive
Pacific, MO 63069",C010273
Pro Star Collision,SDH,"3824 Highway Z 
P O Box 66
Mapaville, MO 63065",C010274
Pro Stock Trailers,KFC,"P.O. Box 8
Clever, MO 65631",C010275
Probst Auto Body,JHF,"101 Norb Avenue
Dieterich, IL 62424",C031289
Process & Power Inc.,JHF,"P.O. Box 18675 
3869 New Getwell
Memphis, TN 38118",C010276
Process Air Solutions,JHF,"201 Sun Valley Circle
Fenton, MO 63026",C010277
Process Concepts,SDH,"Po Box 692 
8506 Herrington Court
Pevely, MO 63070",C010278
Process Group America Inc.,TNC,"555 Conestoga Blvd.
Cambridge, ON ,  N1R 7P5
CAN",C021315
Procimec Company Llc,JHF,"11179 Rojas Drive
El Paso, TX 79936",C010279
Procter & Gamble,TNC,"Paper Products Co 
800 N Rice Ave
Oxnard, CA 93030",C010280
Procter & Gamble Company,JHF,"Attn:  Accounts Payable 
P.O. Box 701
Cincinnati, OH 45201",C010281
Procter & Gamble Company,JHF,"120 E Grand Avenue
Operations Support Center South
St. Louis, MO 63147",C016472
Procter & Gamble Company,JHF,"Attn: Accounts Payable
P.O. Box 5319
Cincinnati, OH 45202",C016473
Procter And Gamble,TNC,"501 Eastman Ave
Green Bay, WI 54302",C010282
Procter And Gamble,TNC,"Route 87 
Central Receiving
Mehoopany, PA 18629",C010283
Procter And Gamble Mfg.,DTL,"169 East Grand
St. Louis, MO 63147",C010284
Procter And Gamble Mfg.,TNC,"Paper Products Division 
14484 State Highway 177
Jackson, MO 63755",C010285
Procter And Gamble Paper,TNC,"512 Liberty Express Se
Albany, GA 31704",C010286
Pro-Dig LLC,MWB,"1604 Roseport Rd 
P.O. Box 289
Elwood, KS 66024",C010287
Producers Choice Energy,DRH,"607 Fowler Road 
P.O. Box 595
Moberly, MO 65270",C010288
Product Development Center,SDH,"609 South Breese St 
Suite 100
Millstadt, IL 62260",C010289
Production Castings *Do Not Use*,AJA,"DO NOT USE
1448 West Lark Industrial
Fenton, MO 63026",C010291
"Production Castings, Inc.",AJA,"1448 West Lark Industrial Dr.
Fenton, MO 63026",C010290
Production Conveyor Systems,JHF,"C/O Mitek Industries 
Attn:  Kim Buxton 
1391 Boone Industrial Drive
Columbia, MO 65202",C010292
Production Products Mfg.,JHF,"1285 Dunn Road
St. Louis, MO 63138",C010293
Production Products Mfg.,JHF,"P.O. Box #926
Chesterfield, MO 63006",C010294
Productive Tool Products,AJA,"1075 Headquarters Park Drive
Fenton, MO 63026",C010295
Proenergy Epc Services,JHF,"907 S Detroit Avenue 
Suite 1140
Tulsa, OK 74120",C010296
Proenergy Services,JAG,"2031 Proenergy Blvd
Sedalia, MO 65301",C010297
Proenergy Services,JAG,"815 N State Fair Blvd Bldg 
Attn Receiving Dept
Sedalia, MO 65301",C010298
Professional Business Providers,JHF,"4780 St. Andrews Lane
Saint Louis, MO 63146",C029501
"Professional Carwash Equipment, LLC",JHF,"3002 S. Jefferson Ave.  # 1492
Saint Louis, MO 63118",C014991
Professional Electric Motor,JHF,"1106 E Bell Street
Bloomington, IL 61701",C010299
Professional Equipment Mobile,JHF,"Maintenance 
927 Pheasant Woods Drive
Ellisville, MO 63021",C010300
Professional Excavating,JHF,"29232 Illinois Route 125
Ashland, IL 62612",C010301
Professional Graphics,JHF,"9550 Lynn Buff Ct
Laurel, MD 20723",C010302
Professional Ind. Contractors,JAG,"5202 Business Highway 50 West
Jefferson City, MO 65109",C010303
Professional Laundry Mgmt.,JHF,"600 West Industrial Drive
Gerald, MO 63037",C010304
Professional Management Group,NCB,"3524 Osage Beach Pkwy 
P.O. Box 2409
Lake Ozark, MO 65049",C010305
